    AspectRatio      MADX       MADY         AvgU         MADU         AvgV        MADV        CorrXY         CorrXP         CorrXU        CorrXV         CorrYP         CorrYU         CorrYV         CorrPU         CorrPV         CorrUV      NumXMin    NumXMax    NumYMin    NumYMax    NumUMin    NumUMax    NumVMin    NumVMax    Character
       1.4359       0.19743    0.33797         -1.69      1.8269       -4.4957     1.7484        0.79168      -0.098633       0.18216       0.072816       -0.34491        0.42764       0.035872       -0.87938       -0.18034       0.12142       1          0          1          1          2          2          2          1           Y    
       1.4127       0.23332    0.48306       0.56046      2.2307       -1.1023     1.7802        0.24225      -0.057352       0.32258        0.30661      -0.075864       0.023782        0.13325     -0.0087622       -0.21534       0.93099       2          1          0          1          1          2          2          2           Z    
       1.1282       0.20326    0.36082       0.12517      1.7344      -0.69087     2.4647       0.084013       -0.53819       0.46082        0.63576         -0.194        -0.6353        0.33384      -0.094322        0.06967        0.4584       1          0          1          2          2          1          1          1           A    
        1.193       0.18303    0.32135       0.41058      1.3547      -0.90003     2.2545       -0.17673       -0.38553       0.39993        0.43491       -0.01936        -0.7305        0.31221       -0.20213     -0.0014214       0.38085       1          0          1          2          2          1          2          2           A    
        3.359       0.15816    0.53939       0.17373     0.99745       -1.7057     2.8126         -0.529        0.23781       0.11324      -0.047905         -0.365        0.27227      -0.050429         0.2601       -0.35027       0.22791       0          1          2          2          2          2          2          1           B    
       2.8889       0.16929    0.51084       0.19293     0.97742       -2.4089     3.7868       -0.51722        0.48632      0.062824        0.12028       -0.54754        0.40892      -0.094072       0.099638       -0.18329       0.23641       0          1          2          2          2          2          2          1           B    
       1.1008        0.2011    0.39126       0.30513      1.4677      -0.91976     1.3768       -0.17818       -0.76256       0.79064        0.83034      -0.057392       -0.73228        0.27763         -0.607        -0.6744       0.43105       1          0          1          1          1          2          1          0           C    
       1.6889       0.23044     0.4657     0.0043949      1.4894       -1.2277     1.5281        0.47336       -0.67662       0.52675        0.98448       -0.12085       -0.57441         0.4738        -0.7264       -0.48595         0.432       1          0          0          1          1          0          1          0           C    
       1.5354         0.201    0.47765       0.25803      1.4655       -1.2082     1.4192        0.10565       -0.79977       0.69818        0.91812       -0.16066       -0.68702        0.33025       -0.63897       -0.67855       0.39262       1          0          0          0          1          1          1          0           C    
       1.9259       0.17626    0.30371      0.027103      1.6376      -0.53395     3.5709        0.42771       -0.36555       0.27922        0.28786        0.35287       -0.39764        0.31158       -0.15771        0.29932       0.31298       2          1          1          2          2          1          2          1           D    
        2.036       0.17647    0.31875       0.33163      1.4386      -0.61463     3.7687        0.39724       -0.28203       0.28713        0.28901        0.26942       -0.48854        0.30884       -0.08088        0.23468       0.36667       2          1          1          2          2          1          2          1           D    
       1.0494       0.21013    0.23615        1.0383      2.0529       -0.2686     1.8779       -0.11926       -0.28772       0.73459        0.68499        0.36994       -0.65344        0.46646       -0.61604       -0.21586       0.33656       1          1          0          1          1          2          1          1           E    
       1.0853       0.23038    0.25181       0.82207      2.1359      -0.55688     1.9118      -0.058753       -0.24483       0.72381        0.70088        0.37204       -0.63951        0.53245       -0.63725       -0.21918        0.2711       1          1          0          1          1          1          1          1           E    
       3.0333       0.18156    0.47246       0.31949      1.6138       -1.1792     3.3472        0.70081         0.1114     0.0033599        0.41479        0.30987        -0.2834         0.3034      -0.011446        -0.2777       0.35277       1          1          1          1          2          2          2          3           F    
       2.7843        0.1294    0.46763       0.61741       1.246       -1.2935     3.4556        0.50012        0.01532       0.20307        0.45654        0.22619       -0.35522        0.41417       -0.50278       -0.37075       0.41392       1          1          1          1          2          1          2          2           F    
       2.9677       0.13999    0.45002       0.46459      1.3299       -1.7917     3.4389        0.53308       -0.26439       0.20717        0.69306       0.097056       -0.29995        0.43489       -0.37867       -0.52296       0.46408       1          1          1          1          2          2          1          2           F    
       3.4203       0.13919     0.5561      -0.93076      1.5485       -1.6759     2.1764        0.46461       -0.13509       0.24417       -0.13656       -0.17875       0.033313        0.39103        0.21241        -0.6426     -0.070057       1          1          1          1          2          1          2          1           G    
       3.1852       0.16768    0.53341      -0.45817      1.6023       -1.7268     2.6726        0.28776        0.21706       0.36208       0.036652       0.014973        0.29027        0.31165        0.13974       -0.31952       0.22204       1          2          1          2          3          2          2          2           G    
       4.1818       0.16215     0.6775       0.49324     0.44007       -1.9346     2.4791       -0.65099          0.163       0.64861        0.19058       -0.58852       -0.39592        0.16397        0.42221        0.13341        0.6648       0          0          1          1          0          1          2          1           H    
       3.7867       0.16126    0.61886        0.5088     0.43435       -1.6947     2.5542       -0.65704       0.096926       0.65294       0.081371       -0.49454        -0.3566         0.2749        0.19822        0.04995       0.52583       0          0          1          1          1          1          1          1           H    
       3.7436       0.17679    0.60372       0.53436     0.46458       -2.0645     2.7284       -0.56946      -0.019481       0.57656        0.27708       -0.44658       -0.34992       0.019168        0.33069        0.10759       0.73067       0          0          1          1          0          1          2          1           H    
       5.8095       0.10402    0.76723       0.37307     0.99085       -1.8492     3.0613       -0.15733       -0.50503       0.72859        0.70795       -0.24645        -0.6969        0.34961       -0.35435       -0.62889      0.097802       0          1          1          0          1          1          1          1           I    
       4.4583       0.10243    0.71148       0.61476      1.0012       -3.7534     4.0494       -0.48081       -0.38093       0.88463        0.61584       -0.31992       -0.72608       0.096172         -0.328       -0.64211       0.41821       0          1          1          1          2          1          1          1           I    
          4.8       0.12628    0.69419       0.49775        1.02       -2.0748     2.4732        0.22528       -0.42574       0.70026        0.87531       -0.14757       -0.61085        0.31006       -0.61569       -0.69801       0.44772       0          1          1          1          2          1          1          1           I    
       4.0606      0.086625    0.56769      -0.55219     0.87189       -2.0387     2.0745        0.60533        0.22953       0.88171        -0.2151       -0.28768        0.81727        0.54334      -0.098636       -0.43673        0.1224       1          0          1          1          1          2          1          1           J    
       5.3704      0.095077    0.72472      -0.83449     0.77524       -2.2832     2.4621        0.30424        0.58424       0.79384       -0.76437       -0.25568        0.74348        0.31973        0.35453        -0.6504      -0.29947       1          0          1          1          1          1          1          1           J    
       6.7111      0.081229    0.86987      -0.39032      0.8109       -2.5652     3.1629        0.53401        0.43504        0.7993       -0.62794       -0.13602         0.6614        0.26489       0.043478        -0.6197      -0.29305       1          1          1          1          2          2          1          1           J    
       2.6078        0.1441    0.48451       0.27714      1.5297       -1.5839     3.4045        0.27155       -0.28264       0.32822        0.31946       -0.36926       -0.20103       0.063905       -0.11032       0.033832       0.84462       2          1          1          2          2          2          2          1           K    
       2.8667        0.1349    0.48368       0.22153       1.309       -1.5234     3.1114        0.20326       -0.23232       0.30884        0.33099       -0.46772       -0.17092       0.022808      0.0087181       -0.03622       0.86693       2          1          1          1          2          1          2          1           K    
       2.2963       0.14363      0.461       0.43586      1.3491       -1.5303     2.9555      -0.049307       -0.33839         0.446         0.3406       -0.34795       -0.32241       0.027901       -0.21138       0.051251       0.77345       2          1          1          1          2          2          2          1           K    
          3.5       0.17494    0.48777       0.47197     0.52995      -0.57563     3.0185        0.25481        0.15746       0.37778       -0.13872        0.70506       -0.11728        0.62007       -0.38444        0.21586       0.39461       0          0          1          1          1          2          2          2           L    
       2.5806       0.18742    0.43656        0.6135      1.1168      -0.40658     3.1649         0.4692         0.2823        0.4303        0.11524        0.62939        -0.2662        0.54966       -0.53809        0.28325       0.43325       1          1          1          1          1          1          1          1           L    
       0.9697       0.29567    0.25295       0.98005      1.1117      -0.69074     3.3704     -0.0051743        0.30753        0.3471      -0.061224      0.0046763        0.38602         0.3294        0.53323        0.26515       0.89738       1          0          2          2          2          2          3          2           M    
      0.91304       0.30671     0.2423        1.0145      1.1502      -0.54324     3.2021       0.079192       -0.11084       0.17117       -0.16444         0.2266        0.53097        0.40903        0.35365        0.38674       0.93286       1          0          2          2          1          2          2          2           M    
       1.8161       0.26355    0.37008        0.7588     0.82318       -1.2091      3.327       -0.10887        0.11605       0.48639       -0.15156      -0.053552        0.57279        0.62961        0.38824        0.40987       0.75292       0          0          1          2          2          1          2          1           N    
       1.9792       0.25809    0.38872       0.75427     0.58419        -1.201     3.2156        -0.2149       0.079454       0.38435       -0.19622       0.074885        0.66027        0.60785        0.30152        0.29439       0.72893       0          0          1          1          0          1          2          1           N    
       1.7471       0.27338    0.38291       0.77597     0.66373       -1.2388     3.0726       -0.32731        0.03198       0.52081        -0.2533      -0.055828        0.49447        0.60028        0.24048        0.25393       0.53421       0          0          1          1          1          2          2          1           N    
       1.1382       0.26096     0.3228       0.17363      1.8947      -0.17442     2.3722       -0.11458        0.32475       0.35483        0.86125       -0.60149       -0.80845        0.37009         0.6522        0.17995       0.13453       1          1          1          2          2          1          1          1           O    
         1.25       0.20125    0.33802      0.010105      1.9413      -0.11779     2.4702     -0.0090674      -0.041685        0.4432        0.87712       -0.54657       -0.81585        0.39827         0.3169      -0.013297      0.023079       1          1          1          1          2          1          1          1           O    
       2.8602       0.17945    0.44068        0.2294      1.0654       -1.9719     4.9349         0.5451        0.35689       0.13696        0.22252       -0.37116        0.36117       0.088623        0.34849         0.5739        0.6878       1          1          1          1          1          1          2          1           P    
       4.7778       0.12029    0.60495       -0.1066      1.1845       -2.1769     2.6315        0.27617       -0.53621       0.16877        0.58994       0.009729       -0.39021        0.41536       -0.26746       -0.35555       0.56848       2          1          1          2          2          1          2          1           Q    
       4.0333       0.10253     0.5378      0.073003      1.1867       -1.7428     2.7342      -0.079471        -0.5394       0.31008        0.59034       0.029689       -0.42232        0.39881       -0.35085       -0.54202       0.45876       2          1          2          2          2          1          2          1           Q    
       1.5914        0.2172    0.31822       0.83599      0.7995       0.44306      2.241        0.63433       -0.11411       0.89999        0.58176       -0.56585        0.71181        0.59077       -0.26399      -0.059857       0.80121       0          0          1          0          1          2          1          1           R    
       1.5208       0.19865    0.26967       0.73269     0.84256       0.64463     1.9732        0.79171       -0.22297       0.94129        0.59066       -0.51192        0.76835        0.65004       -0.37669      -0.055104       0.71783       0          0          1          0          1          1          1          1           R    
       2.0278       0.17218    0.51588      -0.57561      1.5473        -1.661      1.449        0.27092        0.20503       0.68735        -0.2242       -0.12667        0.18534       0.086018        0.38619       -0.64054      -0.56012       1          1          0          0          2          1          2          1           S    
       2.4667       0.19578    0.59754      -0.31489      1.6188       -1.1815     1.5558        0.46598       -0.10158       0.60219       -0.12935       -0.31411        0.17613        0.24676          -0.23       -0.80189      -0.26335       1          1          1          0          3          2          1          1           S    
       2.6667       0.17244    0.59735      -0.44777       1.659       -1.5992     1.5056        0.19757       -0.02841        0.6537       -0.17789       -0.23539       0.069684        0.31341        0.16762       -0.65156      -0.45806       1          1          0          0          2          1          1          0           S    
       3.4667       0.12749    0.49462        0.7748      1.5451       -2.5324     2.9918        0.17606        -0.4668       0.41622        0.24176       -0.25132       -0.34168        0.13334       -0.45273       -0.51699        0.6222       2          1          1          1          2          2          1          1           T    
       3.5758       0.13356    0.51043       0.81367      1.6089       -2.6216     3.3403        0.13046       -0.23444       0.31829        0.64158       -0.13635       -0.39383        0.24374       -0.56865        -0.7137       0.69826       2          2          1          1          2          1          1          1           T    
       3.5833       0.11739    0.44879       0.83549      1.5717       -2.9722     2.8725        0.07947       -0.58017       0.62669        0.61857      -0.052476       -0.30932       0.076806       -0.63542        -0.5198       0.79056       2          2          1          1          2          1          1          1           T    
       1.3016       0.24854    0.35379       0.79133     0.79486       -1.1601      2.866       -0.35387       0.064184       0.54319        0.11865       -0.12953       -0.60395          0.545        -0.3194        0.29569       0.27762       0          0          1          1          1          1          2          1           U    
      0.96667       0.30119    0.33352        1.0902     0.88149       -1.0928     2.6858       -0.39464       -0.12518       0.66738       0.076012    -0.00089289       -0.55969        0.57523       -0.56352        0.32937       0.23221       0          0          1          1          1          1          2          1           U    
       1.6566       0.25448    0.40461       0.84838     0.54855        -0.976     3.4127       -0.09183       0.039665         0.611        0.77796       -0.67165       -0.26958        0.31512        0.33363       -0.21345       0.72042       0          0          1          0          1          2          1          1           V    
       1.4118       0.28641    0.39052       0.89865     0.60657     -0.091806      2.429       -0.27762        0.28095       0.70826        0.72881       -0.71747       -0.78602        0.39611        0.57602       -0.26065       0.23953       0          0          1          0          0          1          1          1           V    
       1.2708       0.28414    0.34622       0.99607     0.52259       0.14435     2.3516       0.020426       0.055377       0.78162        0.80004       -0.72688        -0.2268        0.54566       0.064089       -0.35547       0.63305       0          0          1          0          0          1          1          1           V    
      0.95455       0.35314    0.29527        1.0062     0.91203       -1.3088     3.4575       -0.15329        0.15534       0.37652        0.66893       -0.77318       -0.64587      0.0079115        0.50616       -0.15091       0.50479       0          0          2          1          1          2          2          2           W    
      0.96296       0.36028    0.30037        1.0049     0.89624       0.11265     2.4362       -0.01422       0.078066       0.35805        0.63415       -0.75294       -0.68671        0.27389        0.52877       -0.27242       0.33573       0          0          2          2          2          2          2          2           W    
      0.96825       0.37204    0.30005        1.0444     0.85275      -0.83198     3.2836      -0.087522         0.1703       0.35953        0.66146       -0.81042        -0.5964        0.17977        0.53405       -0.10017       0.39255       0          0          2          1          0          1          2          2           W    
       2.6154         0.219    0.51628       0.43343      1.9581       -5.2144     2.4756       -0.24547        0.13887       0.17942        0.27196      -0.062687       0.074068        0.18975        0.29469       -0.33898      -0.19958       0          1          1          1          1          1          2          1           X    
         2.48       0.24448    0.53469       0.14348      1.6712       -3.7582     2.6387       -0.32593        0.26653      0.091393        0.10577        0.11104      0.0053534        0.54436        0.36068       -0.24378     -0.043502       0          2          1          2          1          1          2          1           X    
       2.5867       0.22059    0.51722       0.25927      1.4525       -3.4865      2.616       -0.36384        0.33706       0.25381       -0.36856     -0.0057888       0.095292        0.61459         0.2706       -0.61769      0.093625       0          1          1          1          1          1          2          1           X    
       4.6364       0.14997    0.58199     -0.088301      1.0427        -2.463      3.013        0.18811        0.54688       0.24882        0.17373        0.12347        0.57932        0.45425        0.33165       -0.10732       0.74109       0          1          1          1          2          1          2          1           Y    
       4.2456       0.18239    0.64491     -0.014276      1.2453       -2.7726     3.4963       -0.17193        0.52325       0.38569       -0.27778       -0.24146        0.69513        0.40445        0.24183       -0.23726       0.30205       0          1          2          1          3          2          2          1           Y    
       2.5556       0.17339    0.44516        1.1789      2.3278       -1.7084     2.8065       -0.16891       -0.20681       0.45542        0.26578      -0.086477       -0.10121        0.16745      -0.069358       -0.47371       0.69685       2          2          1          0          3          3          1          2           Z    
        1.957        0.1854    0.40769        1.5721      2.3431       -1.8714     2.6244       -0.25654       -0.20259       0.56094        0.39685      -0.059757       -0.12381        0.23034       -0.29367       -0.45228       0.80545       2          2          1          0          2          3          1          1           Z    
        2.023       0.17147    0.43034        1.1698      1.9156       -1.8219     2.7276       -0.13886       -0.21273       0.36957        0.28514       -0.15238       -0.16241       0.025122       -0.16107       -0.51606       0.56534       2          2          1          0          2          2          2          2           Z    
       1.2688       0.17297    0.33211        0.2533      1.6178      -0.85248     3.2218       -0.20239       -0.36718        0.3656        0.32034       -0.21361       -0.66957        0.23734         0.4082       -0.19623        0.1768       1          0          2          2          2          2          2          2           A    
       1.0926       0.18792    0.30859       0.29786      1.5266      -0.81841     2.8501      -0.088477       -0.71494       0.42359          0.271       -0.15187       -0.81015        0.33144        0.12542       -0.23925      0.074932       1          0          1          2          2          2          2          2           A    
       1.8889       0.15697    0.44854      -0.35241       1.882       -2.0686     3.7689       0.037781       -0.76357       0.34231        0.28597       0.035876       -0.63939        0.13536       -0.21912       -0.17933        0.5649       1          0          1          2          2          2          2          1           A    
       2.2319       0.18064    0.40834      -0.14184      1.5159       -2.4082     4.2006       -0.37824        0.22557       0.21058        0.44873       -0.43156       -0.42167       -0.62296      0.0082904      -0.084347     -0.063574       1          1          2          1          1          1          2          2           B    
       4.1961      0.095769    0.59577      -0.18312     0.94134       -1.2224     3.1714       -0.38944        0.50425       0.63125        0.21226       -0.28252       -0.21812        0.11331         0.1011      -0.087653      -0.26053       0          1          1          1          2          1          1          1           B    
       1.0805       0.25345    0.35717      0.065252      1.7379      -0.92422     1.9976        0.39684       -0.68615       0.48403        0.88876       -0.46047       -0.60517       0.011499      -0.036258       -0.36445       0.63385       1          0          1          0          2          2          2          2           C    
       1.5278       0.19777    0.45426       0.36449      1.5483      -0.94069     1.7897       0.082762         -0.688       0.75644        0.90886        0.27403       -0.65701        0.28829       -0.74233        -0.5592       0.51795       1          0          1          1          1          1          1          0           C    
       2.3556       0.14265    0.41244     -0.024494      1.2898        -1.358     2.6908        0.45658       -0.46945        0.1705       0.079819       -0.49766        -0.3816       -0.38285       -0.10689       -0.17146       0.25937       1          0          2          1          2          2          2          2           D    
       2.7654       0.11603    0.50407       0.19523      1.0672        -1.563     2.1307       0.097324       -0.42656       0.34121         0.1647       -0.23844       -0.24544        -0.2796       -0.33581       -0.31972      0.038231       1          0          2          1          1          2          2          1           D    
       2.8444       0.11298    0.46403       0.22456      1.1848       -1.5445     2.4049        0.20994        -0.4933       0.60043        0.19287      -0.051466       -0.46912       -0.35583       -0.46925       -0.38509        0.1383       1          0          2          1          1          2          2          1           D    
       1.1358       0.20975    0.26149       0.86264      1.9705      -0.67348      2.012       -0.41801       -0.18435       0.42878        0.64486        0.23274       -0.84208        0.32097       -0.19398       -0.30042      -0.08714       1          1          1          1          2          3          2          2           E    
       1.1746       0.19827    0.25153       0.87821      1.3343      -0.42269     2.0412        -0.2085       -0.16414       0.67529        0.51502        0.27005       -0.64775        0.51508       -0.51859       -0.25635       0.29593       1          1          2          1          1          2          1          1           E    
       2.9195       0.16019    0.50348     -0.086882      1.6863       -1.7598     2.9555        0.50644       -0.23909     -0.070579       0.086215      -0.047627       -0.31823        0.17439      -0.055084       -0.56151      -0.10054       2          1          1          1          2          2          2          1           F    
       2.8889        0.1435     0.5054       0.17599      1.2461       -1.5382     2.5394        0.54159      -0.031406       0.35998       0.040865        0.25914       -0.30788       0.020016       -0.12174       -0.49729       0.22133       1          0          1          1          2          1          2          1           F    
       3.5385       0.11218    0.51898      -0.10301      1.4584        -1.543     3.3575       -0.14396       -0.29275       0.33383      -0.079332     0.00042332       0.026774        0.13928       -0.35204       -0.45087       0.49182       2          1          2          2          3          2          2          2           G    
       2.2523       0.19634    0.50099       0.66087     0.60779       -2.4072      3.069       -0.57342       -0.15927       0.51798        0.15595       -0.15945     -0.0028762        -0.2506       -0.04631       -0.10656       0.58438       0          0          1          1          2          2          2          1           H    
           14      0.060079      1.306       0.23938     0.97196       -2.0456     3.0612        0.07024       -0.68768       0.75744        0.81855       0.061376       -0.13107        0.17827        -0.5913       -0.74541        0.3316       2          1          1          1          2          1          2          1           I    
          4.9       0.07341    0.66592       0.41592      0.7066       -1.6642     1.8983        -0.7146       -0.48841       0.67798        0.48731       -0.06939       -0.46764       0.041931       -0.73693       -0.63446       0.39086       1          1          1          1          2          2          2          1           I    
       8.5556      0.074404    0.98169      -0.16064     0.96511      -0.12672     2.9673       0.096894       -0.44932       0.44112        0.31055       -0.33596        -0.7017        0.60843       -0.26216       -0.13877      -0.66471       0          1          1          1          2          1          1          1           I    
       6.1176       0.12488    0.74008      -0.18595      1.0094       -1.8198     3.2847         -0.246        0.10576       0.20514       -0.78562      -0.091528        0.79205        0.12995       -0.17487       -0.49102      -0.13007       1          1          1          1          3          2          2          1           J    
        4.321       0.14134    0.66727      -0.30575      1.3307        -2.354     2.5066       -0.25883        0.30649       0.20871       -0.89077       -0.23959        0.77881     -0.0013568       -0.36503       -0.38368      -0.20401       1          1          1          1          1          1          1          1           J    
       8.3111         0.121    0.93543      -0.43119     0.77358       -2.3422     3.4779       -0.24278        0.18244       0.10113       -0.88612       -0.19787        0.82784       0.080577       -0.30135       -0.58418      -0.21026       2          1          1          0          1          1          1          1           J    
       1.6515       0.16097    0.40547       0.41208       1.654       -2.9196      1.699       -0.25676       -0.24671       0.76201        0.57916       -0.11643       -0.38793       -0.20713       -0.32204       -0.32422       0.65213       2          1          1          1          1          1          3          2           K    
          1.5       0.16217    0.34548       0.13907      1.8337       -2.9714       2.16       -0.34913       -0.29094       0.61334        0.46494        0.05201       -0.59747       -0.41496       -0.14083       -0.17634       0.54415       1          1          1          1          2          2          3          2           K    
       1.5686       0.17255     0.3185         -0.29      2.3351       -2.7721     1.6646       -0.32605       -0.26217        0.4344         0.4035      -0.026366       -0.33177       -0.24664       -0.19229       -0.22833       0.25029       1          1          1          1          2          3          3          2           K    
       2.5333         0.137    0.49465       0.67568     0.74457        0.2416     3.4786         0.0218       -0.11318       0.57275       0.057581        0.41569       -0.77766        0.12178       -0.17288      -0.086028     -0.033884       1          1          2          1          1          2          1          1           L    
       2.7677       0.12616    0.49179       0.58038     0.90375       0.11715     3.4399        0.44376       -0.11172       0.52775        0.30543        0.37027       -0.53201        0.32468       -0.64578     -0.0088943       0.31604       1          1          1          1          1          1          1          1           L    
       2.7544       0.11342    0.50033       0.31076       0.991      0.094858     3.1854        0.43944       -0.15637       0.63609        0.31106        0.35464        -0.1884        0.30662         -0.207      -0.018335       0.34171       1          1          2          1          2          2          2          2           L    
      0.68293       0.32647    0.26572        1.2852     0.86214      -0.86296     2.1821       -0.58971       -0.13754       0.78569       0.080852       -0.23114       -0.37326        0.10168       0.062389      -0.058552       0.52755       1          0          2          2          2          3          3          2           M    
      0.82716       0.24252    0.24126        1.9513      1.5281      -0.58252     3.9157       -0.46025       -0.14195       0.84787       -0.10723       -0.25917       -0.14044        0.17905            NaN            NaN      -0.10319       0          0          2          2          2          2          2          2           M    
        2.127       0.20924     0.5266       0.71207      0.6947       -1.3645     4.5304       -0.26188       -0.38997       0.55217      -0.012445        0.04224        0.22299          0.163       -0.28896       -0.16241       0.74659       0          0          2          1          2          2          2          1           N    
       1.4286       0.25023    0.41581       0.77768     0.99186       -1.3265     3.8989       -0.23426      -0.031131       0.53829      -0.094858       -0.11299        0.43745        0.49553        -0.3171      -0.058856       0.67703       0          0          1          2          2          1          2          1           N    
       1.7391       0.20743    0.41028       0.60962      0.8003       -1.5969      3.596       -0.26188       -0.25786       0.59398       -0.04991      -0.012974       0.089616        0.29043       -0.26102      -0.097612        0.7212       0          0          1          2          3          2          2          1           N    
       2.4167       0.20512    0.45522       -1.1867      2.2365       -0.7565      4.281     -0.0081811       -0.12473       0.53928        0.47595       -0.55193       -0.49435        0.31277      -0.096605       -0.18171       0.40767       1          1          1          1          2          1          2          2           O    
       2.4889       0.17225     0.4835      -0.23581      1.5405       0.25265     3.2457        0.21357      -0.027455       0.56248        0.87781        -0.4996       -0.70005        0.53684        0.38503       -0.12323       0.13636       1          1          1          1          1          1          1          1           O    
       1.9583       0.18609    0.39479      -0.49425      1.7675      0.031034     3.1692       0.046294        0.10093         0.671        0.75995         -0.331        -0.6832        0.48675         0.3726      -0.017966       0.12327       1          1          1          1          2          1          1          1           O    
       2.8889       0.11505     0.4515       0.34366      1.3383       -1.7792     3.8707      -0.067971        0.25974      0.099339       -0.35832        0.28812        0.44431        0.15999        0.28896       -0.58635      -0.10971       1          2          2          1          2          2          2          1           P    
       3.5686       0.11429     0.4755      0.054459      1.3666      -0.25188     4.5589        0.23734        0.39492       0.27437       -0.35519      -0.013494        0.39693        0.18448      -0.010331       -0.52616       0.24258       2          2          2          1          2          1          2          1           P    
       2.8333       0.11723    0.37133       0.32769      1.8595       -1.8374     3.0448       0.068401        0.15331        0.2028       -0.62347        0.17222        0.48999        0.23318       -0.37548       -0.53234        0.2765       2          1          2          2          2          2          2          1           P    
        1.845       0.10996    0.42418        0.2769      1.4348      -0.94272     2.5814       -0.18478       -0.52255       0.48539        0.50874       -0.13938       -0.42444        0.12914       0.046188       -0.34322       0.52644       2          1          2          2          2          2          2          1           Q    
       1.9048       0.11849    0.39251       0.34255      1.0251       -1.0592     2.1965       -0.57588       -0.48894       0.47131         0.2577        0.11042       -0.42823        0.14294       -0.38497       -0.42459       0.43719       1          0          2          2          3          2          2          1           Q    
       1.7391       0.20402    0.42217        0.6699     0.95143      -0.66407       3.48        0.63744        -0.4189       0.79079        0.39282       -0.51825        0.77807        0.33244       -0.18635      -0.092192        0.6723       0          0          1          0          1          2          1          1           R    
       1.2952       0.21283    0.33207       0.99361       1.036       0.25303     2.3428        0.51963       -0.39148       0.92782        0.42988       -0.51438        0.87423        0.54467       -0.53819       -0.12544         0.496       0          0          1          0          1          2          1          1           R    
       1.8519       0.17369     0.4721      -0.29055      1.8776       -1.1412     1.5386        0.17031       -0.20157       0.55272        0.14814       -0.27919      -0.023091         0.1247       -0.18832       -0.75417       0.13726       2          1          1          0          2          2          2          1           S    
       2.5333       0.17363    0.53599      -0.35059      1.7824       -1.5327     1.3757          0.245       -0.09236       0.54528       -0.24434       -0.15985         0.1091       0.014321       -0.20886       -0.59879       0.19866       2          1          1          0          2          1          2          1           S    
         2.25       0.21498    0.46475      -0.45093      1.9567       -1.2974     1.5936        0.56061       -0.29376       0.43836        0.15851       -0.11413       0.021369        0.24866       -0.30259       -0.62577       0.43375       2          1          1          1          2          1          2          1           S    
       2.3922       0.14934    0.39495       0.48159      1.3239       -1.5343     2.6287      -0.080257        -0.1511      0.089453        0.40714       -0.19626       -0.46471       -0.26103        0.23546        -0.4788       0.29315       2          1          1          0          2          1          2          1           T    
       2.4792       0.17084    0.33428        1.1963      1.4235       -2.1977     3.1228       0.031005       -0.31239        0.2386        0.63873      -0.042787       -0.54688        0.22032        0.25534       -0.32968       0.46101       1          1          0          1          1          1          1          1           T    
       2.1261       0.15529     0.2574        1.1925      1.4457       -2.4212     2.9708      -0.036498       -0.37447       0.41842        0.21266        0.18814       -0.38952        0.34498       -0.24511       -0.22086       0.48953       2          1          1          2          2          2          2          2           T    
      0.88372       0.24216    0.32847       0.95243      1.0161      -0.90269     2.5154         -0.455       -0.32092       0.74484        0.32388       -0.12382       -0.77041        0.12247       -0.57311       -0.18464        0.3299       1          0          2          1          2          1          2          1           U    
       2.7937       0.19259    0.43609       0.61164     0.38638       0.58335     3.0226         0.1961      0.0038688       0.38538        0.74986       -0.57533       -0.28139        0.55968        0.39634        -0.2752       0.40892       0          0          1          1          2          2          1          1           V    
       2.2222       0.20314    0.44771       0.59267     0.40682       0.27616     2.5651       0.023922       -0.44173       0.80692        0.75835       -0.64469       -0.35369        0.56075       -0.35829       -0.58616       0.25887       0          0          1          0          0          0          1          1           V    
       2.5614       0.14269    0.43605        0.5756     0.79096       0.30451     3.0026        0.31714       -0.51774       0.93336        0.85744       -0.58755        0.22879        0.56927       -0.61058          -0.62       0.76063       0          0          1          0          1          2          1          1           V    
      0.87719       0.29809    0.29308        1.0331     0.66743     -0.076906     2.7008      -0.097104       -0.13848       0.73343        0.59638       -0.63325       -0.39059         0.1916       -0.34568       -0.26714       0.25561       0          0          2          1          1          1          2          2           W    
       1.0427       0.29905    0.28883       0.84183      1.0777       0.29604     2.3319         0.1498        0.10952       0.15722        0.80363       -0.56688       -0.81224        0.38038        0.30262       -0.14646      0.010327       0          1          2          2          2          2          2          2           W    
       1.3333        0.2974     0.3642         0.852     0.88156       0.19849     2.9657        0.24007       -0.12537       0.20486        0.77396       -0.58549       -0.61829        0.32392      -0.011379      -0.086161       0.10709       0          0          2          1          2          2          2          2           W    
      0.99225       0.31359    0.36507      -0.10956      2.5323       -2.7979     1.6672        0.12109      -0.021559       0.39233        0.22714        0.20755       0.084714        0.29554         0.2475       -0.55216       0.10324       1          0          1          1          1          1          2          1           X    
       1.0182       0.27278    0.31615      -0.41132      3.0116       -3.3588     2.7244         0.1289       0.040835       0.20555       -0.11384        0.25359       -0.23631       -0.31309      -0.065953       -0.50952       0.69468       1          0          1          1          2          2          2          1           X    
       3.6154       0.13735     0.5683        0.4044     0.87304        -1.464     3.4428       -0.39678       0.044164       0.03197       -0.12483       -0.15499        0.31836       0.071124       -0.50056       -0.32697       0.35152       1          1          2          1          2          2          2          1           Y    
